,,% Trade,% of ETF,CUSIP,Date,Direction,FUND,Name,Shares,Ticker
6957,,,,,2020-03-02,Buy,,,,PRLB
6958,,,,,2020-03-02,Buy,,,,PSTG
6959,,,,,2020-03-02,Sell,,,,TCEHY
6960,,,,,2020-03-02,Sell,,,,TCEHY
6961,,,,,2020-03-02,Sell,,,,TTD
6962,,,,,2020-03-02,Sell,,,,TWTR
6963,,,,,2020-03-02,Sell,,,,TWTR
6964,,,,,2020-03-02,Buy,,,,Z
6965,,,,,2020-03-02,Sell,,,,NVDA
6966,,,,,2020-03-02,Buy,,,,SPLK
6967,,,,,2020-03-02,Buy,,,,TWOU
6968,,,,,2020-03-02,Buy,,,,AMZN
6969,,,,,2020-03-02,Sell,,,,BIDU
6970,,,,,2020-03-02,Sell,,,,HUBS
6971,,,,,2020-03-02,Sell,,,,HUBS
6972,,,,,2020-03-02,Buy,,,,LC
6973,,,,,2020-03-02,Sell,,,,NVDA
6974,,,,,2020-03-02,Buy,,,,SNAP
6975,,,,,2020-03-02,Sell,,,,TDOC
6976,,,,,2020-03-02,Sell,,,,TDOC
6977,,,,,2020-03-02,Sell,,,,TTD
6978,,,,,2020-03-02,Buy,,,,TWOU
6979,,,,,2020-03-02,Buy,,,,TWOU
6980,,,,,2020-03-02,Sell,,,,TWTR
6981,,,,,2020-03-02,Sell,,,,TWTR
6982,,,,,2020-03-02,Buy,,,,WDAY
6983,,,,,2020-03-02,Buy,,,,WDAY
6984,,,,,2020-03-02,Buy,,,,XLNX
6985,,,,,2020-03-02,Buy,,,,XLNX
6986,,,,,2020-03-02,Buy,,,,Z
6987,,,,,2020-02-28,Sell,,,,TCEHY
6988,,,,,2020-02-28,Buy,,,,XLNX
6989,,,,,2020-02-28,Buy,,,,AMD
6990,,,,,2020-02-28,Sell,,,,AMD
6991,,,,,2020-02-28,Buy,,,,PSTG
6992,,,,,2020-02-28,Sell,,,,SQ
6993,,,,,2020-02-28,Sell,,,,SQ
6994,,,,,2020-02-28,Buy,,,,TREE
6995,,,,,2020-02-28,Buy,,,,TSLA
6996,,,,,2020-02-28,Buy,,,,TSLA
6997,,,,,2020-02-28,Buy,,,,WDAY
6998,,,,,2020-02-28,Buy,,,,XLNX
6999,,,,,2020-02-28,Sell,,,,CRM
7000,,,,,2020-02-28,Sell,,,,CRM
7001,,,,,2020-02-28,Buy,,,,EDIT
7002,,,,,2020-02-28,Sell,,,,IOVA
7003,,,,,2020-02-28,Sell,,,,IOVA
7004,,,,,2020-02-28,Sell,,,,NFLX
7005,,,,,2020-02-28,Sell,,,,NFLX
7006,,,,,2020-02-28,Buy,,,,PD
7007,,,,,2020-02-28,Buy,,,,PRLB
7008,,,,,2020-02-28,Buy,,,,PRLB
7009,,,,,2020-02-28,Buy,,,,TSLA
7010,,,,,2020-02-28,Buy,,,,TSLA
7011,,,,,2020-02-28,Sell,,,,TTD
7012,,,,,2020-02-28,Sell,,,,TTD
7013,,,,,2020-02-28,Sell,,,,TTD
7014,,,,,2020-02-28,Buy,,,,TWOU
7015,,,,,2020-02-28,Buy,,,,TWOU
7016,,,,,2020-02-28,Buy,,,,XLNX
7017,,,,,2020-02-28,Buy,,,,CDNA
7018,,,,,2020-02-28,Buy,,,,CDXS
7019,,,,,2020-02-28,Sell,,,,CSTL
7020,,,,,2020-02-28,Sell,,,,CSTL
7021,,,,,2020-02-28,Sell,,,,CSTL
7022,,,,,2020-02-28,Sell,,,,CSTL
7023,,,,,2020-02-28,Buy,,,,PACB
7024,,,,,2020-02-28,Buy,,,,PSNL
7025,,,,,2020-02-28,Sell,,,,TDOC
7026,,,,,2020-02-28,Sell,,,,TDOC
7027,,,,,2020-02-28,Buy,,,,AMZN
7028,,,,,2020-02-28,Buy,,,,SE
7029,,,,,2020-02-28,Sell,,,,SQ
7030,,,,,2020-02-28,Sell,,,,TCEHY
7031,,,,,2020-02-27,Sell,,,,CBMG
7032,,,,,2020-02-27,Buy,,,,CDXS
7033,,,,,2020-02-27,Sell,,,,CGEN
7034,,,,,2020-02-27,Buy,,,,CRSP
7035,,,,,2020-02-27,Sell,,,,FATE
7036,,,,,2020-02-27,Buy,,,,GH
7037,,,,,2020-02-27,Buy,,,,ILMN
7038,,,,,2020-02-27,Sell,,,,INO
7039,,,,,2020-02-27,Sell,,,,IOVA
7040,,,,,2020-02-27,Sell,,,,NSTG
7041,,,,,2020-02-27,Buy,,,,NVTA
7042,,,,,2020-02-27,Buy,,,,PACB
7043,,,,,2020-02-27,Buy,,,,PACB
7044,,,,,2020-02-27,Buy,,,,PSNL
7045,,,,,2020-02-27,Buy,,,,PSTG
7046,,,,,2020-02-27,Buy,,,,PSTG
7047,,,,,2020-02-27,Sell,,,,TDOC
7048,,,,,2020-02-27,Buy,,,,TWST
7049,,,,,2020-02-27,Buy,,,,CRSP
7050,,,,,2020-02-27,Sell,,,,EB
7051,,,,,2020-02-27,Buy,,,,EDIT
7052,,,,,2020-02-27,Buy,,,,ILMN
7053,,,,,2020-02-27,Sell,,,,IOVA
7054,,,,,2020-02-27,Buy,,,,NVTA
7055,,,,,2020-02-27,Buy,,,,PD
7056,,,,,2020-02-27,Buy,,,,PINS
7057,,,,,2020-02-27,Buy,,,,PRLB
7058,,,,,2020-02-27,Buy,,,,PSTG
7059,,,,,2020-02-27,Buy,,,,ROKU
7060,,,,,2020-02-27,Sell,,,,SQ
7061,,,,,2020-02-27,Sell,,,,SQ
7062,,,,,2020-02-27,Sell,,,,SQ
7063,,,,,2020-02-27,Sell,,,,TCEHY
7064,,,,,2020-02-27,Sell,,,,TDOC
7065,,,,,2020-02-27,Sell,,,,TDOC
7066,,,,,2020-02-27,Buy,,,,TREE
7067,,,,,2020-02-27,Buy,,,,TSLA
7068,,,,,2020-02-27,Buy,,,,TSLA
7069,,,,,2020-02-27,Buy,,,,TSLA
7070,,,,,2020-02-27,Buy,,,,TWOU
7071,,,,,2020-02-27,Buy,,,,XLNX
7072,,,,,2020-02-27,Sell,,,,AAPL
7073,,,,,2020-02-27,Sell,,,,AAPL
7074,,,,,2020-02-27,Sell,,,,BIDU
7075,,,,,2020-02-27,Buy,,,,CAT
7076,,,,,2020-02-27,Buy,,,,CSOD
7077,,,,,2020-02-27,Buy,,,,FLIR
7078,,,,,2020-02-27,Buy,,,,FLIR
7079,,,,,2020-02-27,Sell,,,,GOOG
7080,,,,,2020-02-27,Sell,,,,GOOG
7081,,,,,2020-02-27,Buy,,,,IRDM
7082,,,,,2020-02-27,Buy,,,,KMTUY
7083,,,,,2020-02-27,Buy,,,,KTOS
7084,,,,,2020-02-27,Buy,,,,MTLS
7085,,,,,2020-02-27,Buy,,,,PRLB
7086,,,,,2020-02-27,Buy,,,,TWOU
7087,,,,,2020-02-27,Buy,,,,XLNX
7088,,,,,2020-02-27,Sell,,,,BABA
7089,,,,,2020-02-27,Sell,,,,BIDU
7090,,,,,2020-02-27,Sell,,,,BIDU
7091,,,,,2020-02-27,Buy,,,,GBTC
7092,,,,,2020-02-27,Buy,,,,HUYA
7093,,,,,2020-02-27,Sell,,,,NFLX
7094,,,,,2020-02-27,Sell,,,,PDD
7095,,,,,2020-02-27,Buy,,,,PINS
7096,,,,,2020-02-27,Buy,,,,ROKU
7097,,,,,2020-02-27,Buy,,,,SNAP
7098,,,,,2020-02-27,Buy,,,,TSLA
7099,,,,,2020-02-27,Buy,,,,TSLA
7100,,,,,2020-02-27,Buy,,,,VCYT
7101,,,,,2020-02-27,Buy,,,,VCYT
7102,,,,,2020-02-27,Buy,,,,XLNX
7103,,,,,2020-02-26,Sell,,,,NVDA
7104,,,,,2020-02-26,Buy,,,,ROKU
7105,,,,,2020-02-26,Buy,,,,AVAV
7106,,,,,2020-02-26,Buy,,,,AVAV
7107,,,,,2020-02-26,Sell,,,,CRM
7108,,,,,2020-02-26,Sell,,,,EB
7109,,,,,2020-02-26,Sell,,,,EB
7110,,,,,2020-02-26,Sell,,,,EB
7111,,,,,2020-02-26,Buy,,,,丨RDM
7112,,,,,2020-02-26,Buy,,,,IRDM
7113,,,,,2020-02-26,Sell,,,,MELI
7114,,,,,2020-02-26,Sell,,,,NVDA
7115,,,,,2020-02-26,Buy,,,,ROKU
7116,,,,,2020-02-26,Sell,,,,Z
7117,,,,,2020-02-26,Sell,,,,Z
7118,,,,,2020-02-26,Sell,,,,CBMG
7119,,,,,2020-02-26,Buy,,,,PACB
7120,,,,,2020-02-25,Sell,,,,CLDR
7121,,,,,2020-02-25,Sell,,,,CRM
7122,,,,,2020-02-25,Sell,,,,MELI
7123,,,,,2020-02-25,Buy,,,,PD
7124,,,,,2020-02-25,Buy,,,,PD
7125,,,,,2020-02-25,Buy,,,,PD
7126,,,,,2020-02-25,Sell,,,,SPLK
7127,,,,,2020-02-25,Sell,,,,TDOC
7128,,,,,2020-02-25,Buy,,,,TREE
7129,,,,,2020-02-25,Buy,,,,TREE
7130,,,,,2020-02-25,Sell,,,,VCYT
7131,,,,,2020-02-25,Sell,,,,VCYT
7132,,,,,2020-02-25,Sell,,,,Z
7133,,,,,2020-02-25,Sell,,,,Z
7134,,,,,2020-02-25,Buy,,,,CSOD
7135,,,,,2020-02-25,Sell,,,,GM
7136,,,,,2020-02-25,Buy,,,,KMTUY US
7137,,,,,2020-02-25,Buy,,,,KTOS
7138,,,,,2020-02-25,Sell,,,,SPLK
7139,,,,,2020-02-25,Buy,,,,AVAV
7140,,,,,2020-02-25,Buy,,,,AVAV
7141,,,,,2020-02-25,Sell,,,,CRM
7142,,,,,2020-02-25,Buy,,,,CRSP
7143,,,,,2020-02-25,Buy,,,,LC
7144,,,,,2020-02-25,Sell,,,,MELI
7145,,,,,2020-02-25,Sell,,,,NSTG
7146,,,,,2020-02-25,Buy,,,,NVTA
7147,,,,,2020-02-25,Buy,,,,NVTA
7148,,,,,2020-02-25,Sell,,,,SPLK
7149,,,,,2020-02-25,Sell,,,,SPLK
7150,,,,,2020-02-25,Buy,,,,TREE
7151,,,,,2020-02-25,Buy,,,,TREE
7152,,,,,2020-02-25,Buy,,,,GH
7153,,,,,2020-02-25,Buy,,,,GH
7154,,,,,2020-02-25,Buy,,,,GH
7155,,,,,2020-02-25,Sell,,,,IONS
7156,,,,,2020-02-25,Buy,,,,PACB
7157,,,,,2020-02-25,Sell,,,,GWRE
7158,,,,,2020-02-25,Sell,,,,GWRE
7159,,,,,2020-02-25,Buy,,,,TREE
7160,,,,,2020-02-25,Buy,,,,TREE
7161,,,,,2020-02-24,Buy,,,,PINS
7162,,,,,2020-02-24,Buy,,,,ROKU
7163,,,,,2020-02-24,Buy,,,,SNAP
7164,,,,,2020-02-24,Sell,,,,TDOC
7165,,,,,2020-02-24,Buy,,,,TWOU
7166,,,,,2020-02-24,Buy,,,,TWTR
7167,,,,,2020-02-24,Buy,,,,XLNX
7168,,,,,2020-02-24,Sell,,,,ZM
7169,,,,,2020-02-24,Sell,,,,GM
7170,,,,,2020-02-24,Buy,,,,KMTUY US
7171,,,,,2020-02-24,Buy,,,,PRLB
7172,,,,,2020-02-24,Buy,,,,XLNX
7173,,,,,2020-02-24,Buy,,,,AVAV
7174,,,,,2020-02-24,Buy,,,,AVAV
7175,,,,,2020-02-24,Buy,,,,CRSP
7176,,,,,2020-02-24,Buy,,,,CRSP
7177,,,,,2020-02-24,Sell,,,,EB
7178,,,,,2020-02-24,Sell,,,,EB
7179,,,,,2020-02-24,Buy,,,,LC
7180,,,,,2020-02-24,Sell,,,,NFLX
7181,,,,,2020-02-24,Sell,,,,NFLX
7182,,,,,2020-02-24,Buy,,,,NVTA
7183,,,,,2020-02-24,Buy,,,,NVTA
7184,,,,,2020-02-24,Sell,,,,TTD
7185,,,,,2020-02-24,Sell,,,,TTD
7186,,,,,2020-02-24,Sell,,,,CBMG
7187,,,,,2020-02-24,Buy,,,,CRSP
7188,,,,,2020-02-24,Sell,,,,INO
7189,,,,,2020-02-24,Buy,,,,PACB
7190,,,,,2020-02-24,Buy,,,,PSTG
7191,,,,,2020-02-24,Sell,,,,TDOC
7192,,,,,2020-02-24,Sell,,,,TDOC
7193,,,,,2020-02-21,Sell,,,,SQ
7194,,,,,2020-02-21,Sell,,,,TSLA
7195,,,,,2020-02-21,Buy,,,,ZS
7196,,,,,2020-02-21,Buy,,,,AVAV
7197,,,,,2020-02-21,Buy,,,,AVAV
7198,,,,,2020-02-21,Buy,,,,LC
7199,,,,,2020-02-21,Buy,,,,NVTA
7200,,,,,2020-02-21,Buy,,,,PD
7201,,,,,2020-02-21,Buy,,,,PD
7202,,,,,2020-02-21,Buy,,,,ROKU
7203,,,,,2020-02-21,Buy,,,,ROKU
7204,,,,,2020-02-21,Sell,,,,SQ
7205,,,,,2020-02-21,Sell,,,,SQ
7206,,,,,2020-02-21,Sell,,,,TSLA
7207,,,,,2020-02-21,Sell,,,,TTD
7208,,,,,2020-02-21,Sell,,,,ARCT
7209,,,,,2020-02-21,Sell,,,,CBMG
7210,,,,,2020-02-21,Buy,,,,CDXS
7211,,,,,2020-02-21,Buy,,,,CDXS
7212,,,,,2020-02-21,Sell,,,,CGEN
7213,,,,,2020-02-21,Sell,,,,CLLS
7214,,,,,2020-02-21,Sell,,,,CLLS
7215,,,,,2020-02-21,Sell,,,,CLLS
7216,,,,,2020-02-21,Sell,,,,CLLS
7217,,,,,2020-02-21,Buy,,,,CRSP
7218,,,,,2020-02-21,Sell,,,,FATE
7219,,,,,2020-02-21,Sell,,,,FATE
7220,,,,,2020-02-21,Buy,,,,PACB
7221,,,,,2020-02-21,Sell,,,,VCYT
7222,,,,,2020-02-20,Buy,,,,SNPS
7223,,,,,2020-02-20,Sell,,,,Z
7224,,,,,2020-02-20,Buy,,,,SNPS
7225,,,,,2020-02-20,Sell,,,,TWOU
7226,,,,,2020-02-20,Buy,,,,AVAV
7227,,,,,2020-02-20,Buy,,,,CRSP
7228,,,,,2020-02-20,Buy,,,,CRSP
7229,,,,,2020-02-20,Sell,,,,EB
7230,,,,,2020-02-20,Buy,,,,IOVA
7231,,,,,2020-02-20,Buy,,,,IOVA
7232,,,,,2020-02-20,Buy,,,,LC
7233,,,,,2020-02-20,Buy,,,,NVTA
7234,,,,,2020-02-20,Buy,,,,PD
7235,,,,,2020-02-20,Buy,,,,PD
7236,,,,,2020-02-20,Sell,,,,PYPL
7237,,,,,2020-02-20,Sell,,,,TWOU
7238,,,,,2020-02-20,Buy,,,,TWTR
7239,,,,,2020-02-20,Buy,,,,TWTR
7240,,,,,2020-02-20,Sell,,,,Z
7241,,,,,2020-02-20,Sell,,,,ARCT
7242,,,,,2020-02-20,Sell,,,,CBMG
7243,,,,,2020-02-20,Sell,,,,CBMG
7244,,,,,2020-02-20,Buy,,,,CDXS
7245,,,,,2020-02-20,Sell,,,,CLLS
7246,,,,,2020-02-20,Buy,,,,CRSP
7247,,,,,2020-02-20,Sell,,,,FATE
7248,,,,,2020-02-20,Sell,,,,NSTG
7249,,,,,2020-02-20,Buy,,,,PACB
7250,,,,,2020-02-20,Sell,,,,TDOC
7251,,,,,2020-02-20,Buy,,,,TWST
7252,,,,,2020-02-20,Sell,,,,VCYT
7253,,,,,2020-02-19,Buy,,,,PINS
7254,,,,,2020-02-19,Sell,,,,TSLA
7255,,,,,2020-02-19,Buy,,,,AVAV
7256,,,,,2020-02-19,Sell,,,,CGEN
7257,,,,,2020-02-19,Sell,,,,CGEN
7258,,,,,2020-02-19,Buy,,,,CRSP
7259,,,,,2020-02-19,Sell,,,,EB
7260,,,,,2020-02-19,Buy,,,,IOVA
7261,,,,,2020-02-19,Buy,,,,IOVA
7262,,,,,2020-02-19,Buy,,,,PD
7263,,,,,2020-02-19,Buy,,,,PD
7264,,,,,2020-02-19,Buy,,,,PD
7265,,,,,2020-02-19,Buy,,,,PINS
7266,,,,,2020-02-19,Sell,,,,TSLA
7267,,,,,2020-02-19,Sell,,,,TSLA
7268,,,,,2020-02-19,Sell,,,,TSLA
7269,,,,,2020-02-19,Sell,,,,TSLA
7270,,,,,2020-02-18,Buy,,,,AVAV
7271,,,,,2020-02-18,Sell,,,,EB
7272,,,,,2020-02-18,Buy,,,,PD
7273,,,,,2020-02-18,Sell,,,,Z
7274,,,,,2020-02-18,Sell,,,,INO
7275,,,,,2020-02-18,Sell,,,,INO
7276,,,,,2020-02-18,Buy,,,,IOVA
7277,,,,,2020-02-18,Buy,,,,PACB
7278,,,,,2020-02-18,Sell,,,,TDOC
7279,,,,,2020-02-18,Sell,,,,TDOC
7280,,,,,2020-02-14,Buy,,,,AVAV
7281,,,,,2020-02-14,Sell,,,,EB
7282,,,,,2020-02-14,Sell,,,,EB
7283,,,,,2020-02-14,Buy,,,,ROKU
7284,,,,,2020-02-14,Sell,,,,SQ
7285,,,,,2020-02-14,Sell,,,,Z
7286,,,,,2020-02-14,Sell,,,,Z
7287,,,,,2020-02-14,Buy,,,,AVAV
7288,,,,,2020-02-14,Buy,,,,AVAV
7289,,,,,2020-02-14,Sell,,,,TSLA
7290,,,,,2020-02-14,Buy,,,,ROKU
7291,,,,,2020-02-14,Sell,,,,SQ
7292,,,,,2020-02-13,Buy,,,,PRLB
7293,,,,,2020-02-13,Buy,,,,PRLB
7294,,,,,2020-02-13,Sell,,,,CLDR
7295,,,,,2020-02-13,Buy,,,,PSTG
7296,,,,,2020-02-13,Buy,,,,PSTG
7297,,,,,2020-02-12,Sell,,,,ARCT
7298,,,,,2020-02-12,Sell,,,,CGEN
7299,,,,,2020-02-12,Sell,,,,EB
7300,,,,,2020-02-12,Sell,,,,EB
7301,,,,,2020-02-12,Buy,,,,PRLB
7302,,,,,2020-02-12,Buy,,,,PRLB
7303,,,,,2020-02-12,Buy,,,,PSTG
7304,,,,,2020-02-12,Buy,,,,PSTG
7305,,,,,2020-02-12,Sell,,,,SPLK
7306,,,,,2020-02-12,Sell,,,,SPLK
7307,,,,,2020-02-12,Sell,,,,TWOU
7308,,,,,2020-02-12,Sell,,,,Z
7309,,,,,2020-02-11,Buy,,,,MELI
7310,,,,,2020-02-11,Sell,,,,ARCT
7311,,,,,2020-02-11,Sell,,,,CGEN
7312,,,,,2020-02-11,Sell,,,,NSTG
7313,,,,,2020-02-11,Buy,,,,PACB
7314,,,,,2020-02-11,Sell,,,,CRM
7315,,,,,2020-02-11,Sell,,,,EB
7316,,,,,2020-02-11,Sell,,,,EB
7317,,,,,2020-02-11,Buy,,,,丨RDM
7318,,,,,2020-02-11,Buy,,,,MELI
7319,,,,,2020-02-11,Buy,,,,PSTG
7320,,,,,2020-02-11,Sell,,,,SPLK
7321,,,,,2020-02-11,Sell,,,,TWOU
7322,,,,,2020-02-11,Sell,,,,Z
7323,,,,,2020-02-11,Sell,,,,Z
7324,,,,,2020-02-11,Sell,,,,Z
7325,,,,,2020-02-11,Sell,,,,Z
7326,,,,,2020-02-11,Sell,,,,Z
7327,,,,,2020-02-11,Sell,,,,CLDR
7328,,,,,2020-02-11,Buy,,,,MELI
7329,,,,,2020-02-11,Buy,,,,SPOT
7330,,,,,2020-02-10,Buy,,,,MELI
7331,,,,,2020-02-10,Buy,,,,PINS
7332,,,,,2020-02-10,Sell,,,,SHOP
7333,,,,,2020-02-10,Sell,,,,SPLK
7334,,,,,2020-02-10,Buy,,,,PACB
7335,,,,,2020-02-10,Buy,,,,PACB
7336,,,,,2020-02-10,Sell,,,,TDOC
7337,,,,,2020-02-10,Sell,,,,TWST
7338,,,,,2020-02-10,Sell,,,,ADSK
7339,,,,,2020-02-10,Sell,,,,EB
7340,,,,,2020-02-10,Buy,,,,IRDM
7341,,,,,2020-02-10,Buy,,,,IRDM
7342,,,,,2020-02-10,Sell,,,,NSTG
7343,,,,,2020-02-10,Sell,,,,NSTG
7344,,,,,2020-02-10,Sell,,,,NSTG
7345,,,,,2020-02-10,Buy,,,,PINS
7346,,,,,2020-02-10,Sell,,,,Z
7347,,,,,2020-02-10,Buy,,,,PRLB
7348,,,,,2020-02-10,Sell,,,,SPLK
7349,,,,,2020-02-10,Sell,,,,CLDR
7350,,,,,2020-02-10,Buy,,,,PINS
7351,,,,,2020-02-10,Buy,,,,PINS
7352,,,,,2020-02-07,Sell,,,,IONS
7353,,,,,2020-02-07,Buy,,,,PACB
7354,,,,,2020-02-07,Buy,,,,IRDM
7355,,,,,2020-02-07,Buy,,,,IRDM
7356,,,,,2020-02-07,Sell,,,,MELI
7357,,,,,2020-02-07,Buy,,,,PRLB
7358,,,,,2020-02-07,Buy,,,,PRLB
7359,,,,,2020-02-07,Sell,,,,SPLK
7360,,,,,2020-02-07,Sell,,,,SQ
7361,,,,,2020-02-07,Sell,,,,SQ
7362,,,,,2020-02-07,Sell,,,,TDOC
7363,,,,,2020-02-07,Sell,,,,TWOU
7364,,,,,2020-02-07,Buy,,,,TWTR
7365,,,,,2020-02-07,Sell,,,,Z
7366,,,,,2020-02-07,Sell,,,,NVDA
7367,,,,,2020-02-07,Sell,,,,NVDA
7368,,,,,2020-02-07,Buy,,,,PRLB
7369,,,,,2020-02-07,Buy,,,,PRLB
7370,,,,,2020-02-07,Sell,,,,SPLK
7371,,,,,2020-02-07,Sell,,,,SPLK
7372,,,,,2020-02-07,Buy,,,,TWTR
7373,,,,,2020-02-07,Sell,,,,Z
7374,,,,,2020-02-06,Sell,,,,Z1P AU
7375,,,,,2020-02-06,Buy,,,,8473 JP
7376,,,,,2020-02-06,Buy,,,,旧KR
7377,,,,,2020-02-06,Buy,,,,TREE
7378,,,,,2020-02-06,Buy,,,,WDAY
7379,,,,,2020-02-06,Sell,,,,CGEN
7380,,,,,2020-02-06,Buy,,,,AVAV
7381,,,,,2020-02-06,Sell,,,,CRM
7382,,,,,2020-02-06,Buy,,,,IRDM
7383,,,,,2020-02-06,Buy,,,,IRDM
7384,,,,,2020-02-06,Buy,,,,PRLB
7385,,,,,2020-02-06,Buy,,,,PRLB
7386,,,,,2020-02-06,Buy,,,,PRLB
7387,,,,,2020-02-06,Buy,,,,PRLB
7388,,,,,2020-02-06,Buy,,,,PRLB
7389,,,,,2020-02-06,Sell,,,,SPLK
7390,,,,,2020-02-06,Sell,,,,TCEHY
7391,,,,,2020-02-06,Sell,,,,TTD
7392,,,,,2020-02-06,Sell,,,,ADSK
7393,,,,,2020-02-06,Sell,,,,AMZN
7394,,,,,2020-02-06,Sell,,,,NVDA
7395,,,,,2020-02-06,Buy,,,,PRLB
7396,,,,,2020-02-06,Buy,,,,PRLB
7397,,,,,2020-02-06,Buy,,,,PRLB
7398,,,,,2020-02-06,Buy,,,,PRLB
7399,,,,,2020-02-06,Sell,,,,TER
7400,,,,,2020-02-05,Sell,,,,AMZN
7401,,,,,2020-02-05,Sell,,,,NVDA
7402,,,,,2020-02-05,Buy,,,,SNAP
7403,,,,,2020-02-05,Buy,,,,SNAP
7404,,,,,2020-02-05,Buy,,,,SPOT
7405,,,,,2020-02-05,Sell,,,,TDOC
7406,,,,,2020-02-05,Sell,,,,Z
7407,,,,,2020-02-05,Buy,,,,AVAV
7408,,,,,2020-02-05,Buy,,,,CERS
7409,,,,,2020-02-05,Buy,,,,CERS
7410,,,,,2020-02-05,Sell,,,,CGEN
7411,,,,,2020-02-05,Sell,,,,CGEN
7412,,,,,2020-02-05,Buy,,,,IRDM
7413,,,,,2020-02-05,Buy,,,,IRDM
7414,,,,,2020-02-05,Sell,,,,NSTG
7415,,,,,2020-02-05,Sell,,,,ARCT
7416,,,,,2020-02-05,Sell,,,,CGEN
7417,,,,,2020-02-05,Sell,,,,CGEN
7418,,,,,2020-02-05,Buy,,,,INO
7419,,,,,2020-02-05,Sell,,,,IONS
7420,,,,,2020-02-05,Buy,,,,SI
7421,,,,,2020-02-04,Buy,,,,SI
7422,,,,,2020-02-04,Sell,,,,ARCT
7423,,,,,2020-02-04,Buy,,,,INO
7424,,,,,2020-02-04,Sell,,,,IONS
7425,,,,,2020-02-04,Sell,,,,IONS
7426,,,,,2020-02-04,Sell,,,,NSTG
7427,,,,,2020-02-04,Sell,,,,NSTG
7428,,,,,2020-02-04,Buy,,,,NVTA
7429,,,,,2020-02-04,Buy,,,,AVAV
7430,,,,,2020-02-04,Buy,,,,CERS
7431,,,,,2020-02-04,Sell,,,,CGEN
7432,,,,,2020-02-04,Buy,,,,CRSP
7433,,,,,2020-02-04,Buy,,,,CRSP
7434,,,,,2020-02-04,Buy,,,,丨LMN
7435,,,,,2020-02-04,Buy,,,,丨LMN
7436,,,,,2020-02-04,Buy,,,,丨RDM
7437,,,,,2020-02-04,Buy,,,,NFLX
7438,,,,,2020-02-04,Buy,,,,PINS
7439,,,,,2020-02-04,Buy,,,,PRLB
7440,,,,,2020-02-04,Buy,,,,PSTG
7441,,,,,2020-02-04,Buy,,,,PSTG
7442,,,,,2020-02-04,Buy,,,,ROKU
7443,,,,,2020-02-04,Sell,,,,TSLA
7444,,,,,2020-02-04,Buy,,,,TWOU
7445,,,,,2020-02-04,Buy,,,,TWOU
7446,,,,,2020-02-04,Buy,,,,TWTR
7447,,,,,2020-02-04,Buy,,,,TWTR
7448,,,,,2020-02-04,Buy,,,,CAT
7449,,,,,2020-02-04,Buy,,,,CAT
7450,,,,,2020-02-04,Buy,,,,DE
7451,,,,,2020-02-04,Buy,,,,DE
7452,,,,,2020-02-04,Buy,,,,GOOG
7453,,,,,2020-02-04,Buy,,,,NXPI
7454,,,,,2020-02-04,Buy,,,,NXPI
7455,,,,,2020-02-04,Buy,,,,PRLB
7456,,,,,2020-02-04,Buy,,,,ROK
7457,,,,,2020-02-04,Buy,,,,ROK
7458,,,,,2020-02-04,Buy,,,,ROK
7459,,,,,2020-02-04,Sell,,,,TSLA
7460,,,,,2020-02-04,Sell,,,,TSLA
7461,,,,,2020-02-04,Sell,,,,TSLA
7462,,,,,2020-02-04,Buy,,,,TWOU
7463,,,,,2020-02-04,Buy,,,,TWOU
7464,,,,,2020-02-04,Buy,,,,NFLX
7465,,,,,2020-02-04,Buy,,,,PINS
7466,,,,,2020-02-04,Buy,,,,PSTG
7467,,,,,2020-02-04,Buy,,,,ROKU
7468,,,,,2020-02-04,Sell,,,,TSLA
7469,,,,,2020-02-04,Buy,,,,TWTR
7470,,,,,2020-02-03,Sell,,,,AAPL
7471,,,,,2020-02-03,Sell,,,,CRM
7472,,,,,2020-02-03,Buy,,,,HDB
7473,,,,,2020-02-03,Buy,,,,PDD
7474,,,,,2020-02-03,Buy,,,,SCHW
7475,,,,,2020-02-03,Buy,,,,SI
7476,,,,,2020-02-03,Sell,,,,SPLK
7477,,,,,2020-02-03,Sell,,,,Z
7478,,,,,2020-02-03,Sell,,,,ARCT
7479,,,,,2020-02-03,Sell,,,,NSTG
7480,,,,,2020-02-03,Buy,,,,NVTA
7481,,,,,2020-02-03,Buy,,,,AVAV
7482,,,,,2020-02-03,Sell,,,,CGEN
7483,,,,,2020-02-03,Buy,,,,IRDM
7484,,,,,2020-02-03,Buy,,,,CAT
7485,,,,,2020-02-03,Buy,,,,DE
7486,,,,,2020-02-03,Buy,,,,GOOG
7487,,,,,2020-02-03,Buy,,,,KTOS
7488,,,,,2020-02-03,Sell,,,,NVDA
7489,,,,,2020-02-03,Buy,,,,ROK
7490,,,,,2020-02-03,Sell,,,,TSLA
7491,,,,,2020-02-03,Buy,,,,TWOU
7492,,,,,2020-02-03,Buy,,,,XLNX
7493,,,,,2020-02-03,Buy,,,,HUYA
7494,,,,,2020-02-03,Buy,,,,SE
7495,,,,,2020-02-03,Buy,,,,TREE
7496,,,,,2020-02-03,Sell,,,,TSLA
7497,,,,,2020-02-03,Buy,,,,XLNX
7498,,,,,2020-02-03,Buy,,,,ZM
7499,,,,,2020-01-31,Buy,,,,SI
7500,,,,,2020-01-31,Sell,,,,ARCT
7501,,,,,2020-01-31,Sell,,,,NSTG
7502,,,,,2020-01-31,Sell,,,,NSTG
